image_path,character,variant
urdu_ocr_dataset/images/char_1575_28_98.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_99.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_100.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_101.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_102.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_103.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_104.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_105.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_106.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_107.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_108.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_109.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_110.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_111.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_112.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_113.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_114.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_115.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_116.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_117.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_118.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_119.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_120.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_121.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_122.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_123.png,ا,isolated
urdu_ocr_dataset/images/char_1575_28_124.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_0.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_1.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_2.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_3.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_4.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_5.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_6.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_7.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_8.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_9.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_10.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_11.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_12.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_13.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_14.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_15.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_16.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_17.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_18.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_19.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_20.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_21.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_22.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_23.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_24.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_25.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_26.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_27.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_28.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_29.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_30.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_31.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_32.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_33.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_34.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_35.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_36.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_37.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_38.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_39.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_40.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_41.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_42.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_43.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_44.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_45.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_46.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_47.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_48.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_49.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_50.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_51.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_52.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_53.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_54.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_55.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_56.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_57.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_58.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_59.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_60.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_61.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_62.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_63.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_64.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_65.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_66.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_67.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_68.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_69.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_70.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_71.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_72.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_73.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_74.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_75.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_76.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_77.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_78.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_79.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_80.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_81.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_82.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_83.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_84.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_85.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_86.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_87.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_88.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_89.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_90.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_91.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_92.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_93.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_94.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_95.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_96.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_97.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_98.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_99.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_100.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_101.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_102.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_103.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_104.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_105.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_106.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_107.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_108.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_109.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_110.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_111.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_112.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_113.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_114.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_115.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_116.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_117.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_118.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_119.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_120.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_121.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_122.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_123.png,ا,isolated
urdu_ocr_dataset/images/char_1575_32_124.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_0.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_1.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_2.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_3.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_4.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_5.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_6.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_7.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_8.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_9.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_10.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_11.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_12.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_13.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_14.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_15.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_16.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_17.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_18.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_19.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_20.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_21.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_22.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_23.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_24.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_25.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_26.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_27.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_28.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_29.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_30.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_31.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_32.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_33.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_34.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_35.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_36.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_37.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_38.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_39.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_40.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_41.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_42.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_43.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_44.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_45.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_46.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_47.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_48.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_49.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_50.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_51.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_52.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_53.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_54.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_55.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_56.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_57.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_58.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_59.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_60.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_61.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_62.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_63.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_64.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_65.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_66.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_67.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_68.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_69.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_70.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_71.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_72.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_73.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_74.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_75.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_76.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_77.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_78.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_79.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_80.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_81.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_82.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_83.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_84.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_85.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_86.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_87.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_88.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_89.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_90.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_91.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_92.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_93.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_94.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_95.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_96.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_97.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_98.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_99.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_100.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_101.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_102.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_103.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_104.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_105.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_106.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_107.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_108.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_109.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_110.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_111.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_112.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_113.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_114.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_115.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_116.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_117.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_118.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_119.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_120.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_121.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_122.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_123.png,ا,isolated
urdu_ocr_dataset/images/char_1575_36_124.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_0.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_1.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_2.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_3.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_4.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_5.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_6.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_7.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_8.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_9.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_10.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_11.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_12.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_13.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_14.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_15.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_16.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_17.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_18.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_19.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_20.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_21.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_22.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_23.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_24.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_25.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_26.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_27.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_28.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_29.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_30.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_31.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_32.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_33.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_34.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_35.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_36.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_37.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_38.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_39.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_40.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_41.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_42.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_43.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_44.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_45.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_46.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_47.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_48.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_49.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_50.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_51.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_52.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_53.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_54.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_55.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_56.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_57.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_58.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_59.png,ا,isolated
urdu_ocr_dataset/images/char_1575_40_60.png,ا,isolated
